EMPRESA;ID_INTERNO;ID_CLIENTE;NIT_CEDULA;NOMBRE_FACTURACION;CODIGO_SIC;TIPO_CLIENTE;GRUPO_CLIENTE;DIRECCION_CORRESPONDENCIA;CIUDAD_CORRESPONDENCIA;DIRECCION_FRONTERA;MUNICIPIO;DEPARTAMENTO;NOMBRE_SUCURSAL;ESTRATO;CLIENTES_INTERNO;FACTURABLE;ID_INTERNO_PADRE;NOMBRE_PADRE;MERCADO;ESTADO;FECHA_ESTADO;ESTADO_OPERATIVO;FECHA_INSCRIPCION;ASESOR;NIVEL_TENSION;OPERADOR_RED;NUMERO_CIRCUITO;GRUPO_CIRCUITO;TIPO_RED;NIVEL_CONEXION;DUEÑO_RED;CODIGO_CIIU;ACTIVIDAD_ECONOMICA;CODIGO_NIU;DEMANDA_MINIMA;DEMANDA_PROMEDIO;SUB_MERCADO;CONTRIBUCION;MAXIMA_TRANSFERENCIA;SERIE_MEDIDOR;SIGLA_MEDIDOR;MARCA_MEDIDOR;TIPO_COMUNICACION;CONDICION_COMUNICACION;TIPO_CONMUTACION;CANAL_COMUNICACION;TELEFONO_IP;SERIE_TRAFO;MULTIPLO;APLICA_MULTIPLO;DIGITOS;DECIMALES;KWH_FACTURA_PROMEDIO;KWH_ULTIMA_FACTURA;PESOS_ULTIMA_FACTURA;CONSECUTIVO OFERTA;CONSUMO PROMEDIO;ORDEN RUTA;ORDEN REPARTO;ORDEN IMPRESION
EXEC;1214;1214;830033206;BODYTECH FONTANAR ;Frt33286;FRONTERA;NO APLICA;Kilómetro 2.5 Cía Chia - Cajicá Primer Piso Costado Sur;;Kilómetro 2.5 Cía Chia - Cajicá Primer Piso Costado Sur;CHIA;CUNDINAMARCA;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;6639123;0;0;COMERCIAL;SI;;84068788;;ITRON;0;;;;;;120;S;5;3;0;2179.128;1581380;90;;;;
EXEC;1215;1215;830033206;BODYTECH GALERIAS;Frt30692;FRONTERA;NO APLICA;Carrera 24 # 53-73;;Carrera 24 # 53-73;BOGOTA;CUNDINAMARCA;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;6456719;0;0;COMERCIAL;SI;;63119731;;ITRON;0;;;;;;80;S;5;3;0;1487.488;1082300;;;;;
EXEC;1216;1216;830033206;BODYTECH GRAN ESTACIÓN;Frt28337;FRONTERA;NO APLICA;Avenida Calle 26 # 62 47 piso 4;;Avenida Calle 26 # 62 47 piso 4;BOGOTA;CUNDINAMARCA;ENEL COLOMBIA;;;S;;N/A;REGULADO;EN OFERTA;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% OPERADOR;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;2662312-5;0;0;COMERCIAL;SI;;84170814;;ITRON;0;;;;;;100;S;5;3;;;;68;;;;
EXEC;1217;1217;830033206;BODYTECH HAYUELOS;Frt23702;FRONTERA;NO APLICA;C.C. Hayuelos Calle 20 Nº 82 - 52 L. 4-59;;C.C. Hayuelos Calle 20 Nº 82 - 52 L. 4-59;BOGOTA;CUNDINAMARCA;ENEL COLOMBIA;;;S;;N/A;REGULADO;EN OFERTA;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;2739543-6;0;0;COMERCIAL;SI;;84170811;;ITRON;0;;;;;;60;S;5;3;;;;75;1799;;;
EXEC;1218;1218;830033206;BODYTECH HAYUELOS;Frt23832;FRONTERA;NO APLICA;C.C. Hayuelos Calle 20 Nº 82 - 52 L. 4-59;;C.C. Hayuelos Calle 20 Nº 82 - 52 L. 4-59;BOGOTA;CUNDINAMARCA;ENEL COLOMBIA;;;S;;N/A;REGULADO;EN OFERTA;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;2739539-1;0;0;COMERCIAL;SI;;84170813;;ITRON;0;;;;;;60;S;5;3;;;;;;;;
EXEC;1219;1219;830033206;BODYTECH JARDIN PLAZA;Frt07088;FRONTERA;NO APLICA;Carrera 98 #16-200 loc.202 c,c Jardin Plaza;;Carrera 98 #16-200 loc.202 c,c Jardin Plaza;CALI;VALLE;ENEL COLOMBIA;;;S;;N/A;REGULADO;EN OFERTA;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;2;EMCALI;33;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;14570828;0;0;COMERCIAL;SI;;36074958;;ITRON;0;;;;;;330;S;5;3;;;;89;;;;
EXEC;1220;1220;830033206;BODYTECH KENNEDY;Frt23840;FRONTERA;NO APLICA;Transversal 78j # 41f-05 sur;;Transversal 78j # 41f-05 sur;BOGOTA;CUNDINAMARCA;ENEL COLOMBIA;;;S;;N/A;REGULADO;EN OFERTA;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% OPERADOR;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;761086;0;0;COMERCIAL;SI;;84016600;;ITRON;0;;;;;;60;S;5;3;;;;54;4879;;;
EXEC;1221;1221;830033206;BODYTECH LIMONAR;Frt23883;FRONTERA;NO APLICA;Calle 5 # 69-09 C.C. Premier Limonar L. 401;;Calle 5 # 69-09 C.C. Premier Limonar L. 401;CALI;VALLE;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;EMCALI;33;4;SUBTERRANEA;NIVEL 1-3;100% OPERADOR;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;11738573;0;0;COMERCIAL;SI;;84170894;;ITRON;0;;;;;;100;S;5;3;0;6938.53;5679700;;;;;
EXEC;1222;1222;830033206;BODYTECH LLANOCENTRO;Frt24278;FRONTERA;NO APLICA;Carrera 39C Nº 29C-15 Barrio Balata C.C. Llanocentro L. 3001;;Carrera 39C Nº 29C-15 Barrio Balata C.C. Llanocentro L. 3001;VILLAVICENCIO;META;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;ELECTROMETA;30;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;346861856;0;0;COMERCIAL;SI;;84170849;;ITRON;0;;;;;;160;S;5;3;0;4988.864;4687760;100;;;;
EXEC;1223;1223;830033206;BODYTECH MANIZALES;Frt24336;FRONTERA;NO APLICA;C.C. Sancancio Carrera 27A # 66 - 30 ;;C.C. Sancancio Carrera 27A # 66 - 30 ;MANIZALES;CALDAS;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CHEC;35;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;572268136;0;0;COMERCIAL;SI;;59005659;;ITRON;0;;;;;;60;S;5;3;0;1670.184;1258670;113;;;;
EXEC;1224;1224;830033206;BODYTECH MAYALES;Frt29597;FRONTERA;NO APLICA;Calle 31 # 6-133 C.C. Mayales 2da etapa L. 215;;Calle 31 # 6-133 C.C. Mayales 2da etapa L. 215;VALLEDUPAR;CESAR;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CARIBEMAR;34;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;19879910;0;0;COMERCIAL;SI;;84170799;;ITRON;0;;;;;;100;S;5;3;0;4963.23;4128250;79;27972;;;
EXEC;1225;1225;830033206;BODYTECH MEGAMALL;Frt34744;FRONTERA;NO APLICA;CARRERA 33 A # 30A 19 L. 301 PISO 3;;Carrera 33 a # 30a 19 L. 301 piso 3;BUCARAMANGA;SANTANDER;ENEL COLOMBIA;;N;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;ESSA;26;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;1591450;0;0;COMERCIAL;SI;;59007710;;ITRON;0;;;;;;80;S;5;3;0;4673.16;3467330;93;;;;
EXEC;1226;1226;830033206;BODYTECH MIRAMAR;Frt23714;FRONTERA;NO APLICA;Carrera 43 # 99-50 C.C. Miramar piso 3 L. 301-302;;Carrera 43 # 99-50 C.C. Miramar piso 3 L. 301-302;BARRANQUILLA;ATLANTICO;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CARIBESOL;42;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;18748123;0;0;COMERCIAL;SI;;55026926;;ITRON;0;;;;;;160;S;5;3;0;4275.856;4304760;104;;;;
EXEC;1227;1227;830033206;BODYTECH MIRAMAR;Frt24096;FRONTERA;NO APLICA;Carrera 43 # 99-50 C.C. Miramar piso 3 L. 301-302;;Carrera 43 # 99-50 C.C. Miramar piso 3 L. 301-302;BARRANQUILLA;ATLANTICO;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CARIBESOL;42;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;18696855;0;0;COMERCIAL;SI;;59006641;;ITRON;0;;;;;;80;S;5;3;0;1284.008;1292680;108;;;;
EXEC;1228;1228;830033206;BODYTECH MURILLO;Frt23869;FRONTERA;NO APLICA;Calle 45 (murillo) # 21-18 piso 2 ,3 ,4;;Calle 45 (murillo) # 21-18 piso 2 ,3 ,4;BARRANQUILLA;ATLANTICO;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;2;CARIBESOL;44;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;19680564;0;0;COMERCIAL;SI;;84016772;;ITRON;0;;;;;;440;S;5;3;0;3899.412;3185170;105;;;;
EXEC;1229;1229;830033206;BODYTECH NEIVA;Frt30775;FRONTERA;NO APLICA;Carrera 8a # 38-42 C.C. San Pedro Plaza L. 291;;Carrera 8a # 38-42 C.C. San Pedro Plaza L. 291;NEIVA;HUILA;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;ELECTROHUILA;28;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;777334401;0;0;COMERCIAL;SI;;84081249;;ITRON;0;;;;;;80;S;5;3;0;4497.296;4005810;51;;;;
EXEC;1230;1230;830033206;BODYTECH NORMANDIA;Frt28236;FRONTERA;NO APLICA;CR 72 Nº 49 29;;CR 72 Nº 49 29;BOGOTA;CUNDINAMARCA;ENEL COLOMBIA;;;S;;N/A;REGULADO;EN OFERTA;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;2;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;4425153;0;0;COMERCIAL;SI;;84081267;;ITRON;0;;;;;;400;S;5;3;;;;55;;;;
EXEC;1231;1231;830033206;BODYTECH OESTE;Frt28290;FRONTERA;NO APLICA;CALLE 7 OESTE Nº 1A - 59 BARRIO SANTA TERESITA;;Calle 7 Oeste Nº 1A - 59 Barrio Santa Teresita;CALI;VALLE;ENEL COLOMBIA;0;N;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;EMCALI;33;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;13374089;0;0;COMERCIAL;SI;;83910967;;ITRON;0;;;;;;100;S;5;3;0;5852.46;4480980;64;;;;
EXEC;1232;1232;830033206;BODYTECH OESTE;Frt28285;FRONTERA;NO APLICA;Calle 7 Oeste Nº 1A - 59 Barrio Santa Teresita;;Calle 7 Oeste Nº 1A - 59 Barrio Santa Teresita;CALI;VALLE;ENEL COLOMBIA;;;S;;N/A;REGULADO;EN OFERTA;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;EMCALI;33;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;366699;0;0;COMERCIAL;SI;;84170846;;ITRON;0;;;;;;40;S;5;3;;;;85;;;;
EXEC;1233;1233;830033206;BODYTECH PALMIRA;Frt24565;FRONTERA;NO APLICA;Calle 31 # 44-239 C.C. Llano grande;;Calle 31 # 44-239 C.C. Llano grande;CALI;VALLE;ENEL COLOMBIA;;;S;;N/A;REGULADO;EN OFERTA;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;EPSA;29;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;3475854;0;0;COMERCIAL;SI;;63052371;;ITRON;0;;;;;;120;S;5;3;;;;82;9982;;;
EXEC;1234;1234;830033206;BODYTECH PASTO;Frt28232;FRONTERA;NO APLICA;Calle 22 b # 2 - 63//67 Éxito Panamerica;;Calle 22 b # 2 - 63//67 Éxito Panamerica;PASTO;NARIÑO;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CEDENAR;39;0;SUBTERRANEA;NIVEL 1-3;50% OPERADOR;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;1232044;0;0;COMERCIAL;SI;;84170806;;ITRON;0;;;;;;40;S;5;3;0;1383.184;1361930;59;;;;
EXEC;1235;1235;830033206;BODYTECH PEREIRA;Frt23720;FRONTERA;NO APLICA;Avenida Circunvalar # 13-40  Edificio Uniplex piso 5 y 6;;Avenida Circunvalar # 13-40  Edificio Uniplex piso 5 y 6;PEREIRA;RISARALDA;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;EEP;31;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;2012919;0;0;COMERCIAL;SI;;59008066;;ITRON;0;;;;;;160;S;5;3;0;1636.684;1445110;99;;;;
EXEC;1236;1236;830033206;BODYTECH PLAZUELA;Frt07175;FRONTERA;NO APLICA;C.C. La Plazuela Calle 71 Nº 29 -236 L.1-5 ;;C.C. La Plazuela Calle 71 Nº 29 -236 L.1-5 ;CARTAGENA;BOLIVAR;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CARIBEMAR;34;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;18539603;0;0;COMERCIAL;SI;;83692746;;ITRON;0;;;;;;80;S;5;3;0;5126.072;4263700;94;;;;
EXEC;1237;1237;830033206;BODYTECH PORTAL 80;Frt23838;FRONTERA;NO APLICA;Transversal 100a# 80a- 20 L. 3001 C.C. Portal 80;;Transversal 100a# 80a- 20 L. 3001 C.C. Portal 80;BOGOTA;CUNDINAMARCA;ENEL COLOMBIA;;;S;;N/A;REGULADO;EN OFERTA;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;2447055;0;0;COMERCIAL;SI;;84081266;;ITRON;0;;;;;;120;S;5;3;;;;56;9232;;;
EXEC;1238;1238;830033206;BODYTECH PREMIUM PLAZA;Frt25805;FRONTERA;NO APLICA;Carrera 43A Nº 30 - 25 C.C. Premium Plaza Piso 3 L. 3189;;Carrera 43A Nº 30 - 25 C.C. Premium Plaza Piso 3 L. 3189;MEDELLIN;ANTIOQUIA;ENEL COLOMBIA;;;S;;N/A;REGULADO;EN OFERTA;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;EPM-EADE;27;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;5,34E+16;0;0;COMERCIAL;SI;;84170888;;ITRON;0;;;;;;200;S;5;3;;;;110;;;;
EXEC;1239;1239;830033206;BODYTECH RECREO;Frt24469;FRONTERA;NO APLICA;CL 75 22 10;;CL 75 22 10;BARRANQUILLA;ATLANTICO;ENEL COLOMBIA;;;S;;N/A;REGULADO;EN OFERTA;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;2;CARIBESOL;43;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;19593449;0;0;COMERCIAL;SI;;83911050;;ITRON;0;;;;;;440;S;5;3;;;;98;;;;
EXEC;1240;1240;830033206;BODYTECH RIO SUR;Frt23882;FRONTERA;NO APLICA;Carrera 43A Nº 6 sur - 26 CC. Río sur - piso 6;;Carrera 43A Nº 6 sur - 26 CC. Río sur - piso 6;MEDELLIN;ANTIOQUIA;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;EPM-EADE;27;4;SUBTERRANEA;NIVEL 1-3;100% OPERADOR;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;4,04E+16;0;0;COMERCIAL;SI;;84016788;;ITRON;0;;;;;;80;S;5;3;0;1082.064;910040;109;;;;
EXEC;1241;1241;830033206;BODYTECH SALITRE;Frt23713;FRONTERA;NO APLICA;AV. Carrrera 68 # 22 - 45;;AV. Carrrera 68 # 22 - 45;BOGOTA;CUNDINAMARCA;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% OPERADOR;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;1638766;0;0;COMERCIAL;SI;;84070778;;ITRON;0;;;;;;1;S;5;3;0;1531.88;1196730;49;7620;;;
EXEC;1242;1242;830033206;BODYTECH SAN JUAN;Frt28345;FRONTERA;NO APLICA;Carrera 84 Nº 44-54 INT 201;;Carrera 84 Nº 44-54 INT 201;MEDELLIN;ANTIOQUIA;ENEL COLOMBIA;;;S;;N/A;REGULADO;EN OFERTA;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;EPM-EADE;27;4;SUBTERRANEA;NIVEL 1-3;100% OPERADOR;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;5,48E+16;0;0;COMERCIAL;SI;;84170842;;ITRON;0;;;;;;80;S;5;3;;;;67;;;;
EXEC;1243;1243;830033206;BODYTECH SAN LUCAS;Frt28339;FRONTERA;NO APLICA;Calle 20 sur Nº 27-55 sótano 4  L. 9658;;Calle 20 sur Nº 27-55 sótano 4  L. 9658;MEDELLIN;ANTIOQUIA;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;EPM-EADE;27;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;4,22E+16;0;0;COMERCIAL;SI;;84170843;;ITRON;0;;;;;;60;S;5;3;0;1130.928;867770;62;;;;
EXEC;1244;1244;830033206;BODYTECH SANTA ANA;Frt30535;FRONTERA;NO APLICA;Avenida Carrera 9 # 110-50 L. Anclas 1 y 2;;Avenida Carrera 9 # 110-50 L. Anclas 1 y 2;BOGOTA;CUNDINAMARCA;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;2501211-5;0;0;COMERCIAL;SI;;59007885;;ITRON;0;;;;;;1;S;5;3;0;443.368;323030;;;;;
EXEC;1245;1245;830033206;BODYTECH SOLEDAD;Frt28476;FRONTERA;NO APLICA;Carrera 32 # 30 15 piso 3  C.C. Gran Plaza del Sol;;Carrera 32 # 30 15 piso 3  C.C. Gran Plaza del Sol;BARRANQUILLA;ATLANTICO;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CARIBESOL;40;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;19823599;0;0;COMERCIAL;SI;;63058700;;ITRON;0;;;;;;120;S;5;3;0;8197.74;8253130;80;35280;;;
EXEC;1246;1246;830033206;BODYTECH SUBA;Frt23712;FRONTERA;NO APLICA;Av. Carrera 104 Nº 148 - 07 loc 269 C.C. Plaza Imperial;;Av. Carrera 104 Nº 148 - 07 loc 269 C.C. Plaza Imperial;BOGOTA;CUNDINAMARCA;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% OPERADOR;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;2552828;0;0;COMERCIAL;SI;;84016785;;ITRON;0;;;;;;120;S;5;3;0;1766.736;1383370;112;;;;
EXEC;1247;1247;830033206;BODYTECH SULTANA;Frt23716;FRONTERA;NO APLICA;CALLE 12 SUR Nº 31 -33;;Calle 12 sur Nº 31 -33;BOGOTA;CUNDINAMARCA;ENEL COLOMBIA;;N;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% OPERADOR;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;141874;0;0;COMERCIAL;SI;;84070776;;ITRON;0;;;;;;1;S;5;3;0;884.2;690750;74;2970;;;
EXEC;1248;1248;830033206;BODYTECH SULTANA;Frt23864;FRONTERA;NO APLICA;Calle 12 sur Nº 31 -33;;Calle 12 sur Nº 31 -33;BOGOTA;CUNDINAMARCA;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% OPERADOR;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;141884;0;0;COMERCIAL;SI;;84070744;;ITRON;0;;;;;;1;S;5;3;0;492.12;389760;77;2743;;;
EXEC;1249;1249;830033206;BODYTECH TITAN PLAZA;Frt28693;FRONTERA;NO APLICA;Avenida Carrera 72 Nº 80 - 94 L. 427;;Avenida Carrera 72 Nº 80 - 94 L. 427;BOGOTA;CUNDINAMARCA;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;3900397;0;0;COMERCIAL;SI;;59003422;;ITRON;0;;;;;;100;S;5;3;0;1545.36;1121170;88;;;;
EXEC;1250;1250;830070284;RESONANCIA MAGNETICA DEL COUNTRY SA;Frt09999;FRONTERA;NO APLICA; CR 16A     82     37   ;; CR 16 A    82     37   ;BOGOTA;CUNDINAMARCA;ENEL COLOMBIA;0;N;S;;N/A;REGULADO;CLIENTE;26/01/2023;;16/09/2022;ANDREA SAENZ;2;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8691;ACTIVIDADES DE APOYO DIAGNÓSTICO;523110;0;0;ESPECIAL;NO;;83779927;;ITRON;0;;;;;;570;S;5;3;0;12591.585;6563800;46;65759;;;
EXEC;1252;1252;830070284;RESONANCIA MAGNETICA DEL COUNTRY SA - ALMIRANTE COLON;Frt11177;FRONTERA;NO APLICA; CR 16 A    84 A    09     323   ;;ALMIRANTE COLON;BOGOTA;CUNDINAMARCA;ENEL COLOMBIA;0;N;S;;N/A;REGULADO;CLIENTE;26/01/2023;;16/09/2022;ANDREA SAENZ;1;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% OPERADOR;8691;ACTIVIDADES DE APOYO DIAGNÓSTICO;515441;0;0;ESPECIAL;NO;;59046103;;LANDYS;0;;;;;;80;S;6;2;0;3980.53;2593040;47;20837;;;
EXEC;1264;1264;900522508;SUPERVAQUITA LA 33;Frt30684;FRONTERA;NO APLICA; CL 33     83 A    40   ;; CL 33     83 A    40   ;MEDELLIN;ANTIOQUIA;ENEL COLOMBIA;0;N;S;;N/A;REGULADO;CLIENTE;02/02/2023;;16/09/2022;GISELL ORIANA PINTO MORENO;2;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% OPERADOR;1011;PROCESAMIENTO Y CONSERVACIÓN DE CARNE Y PRODUCTOS CÁRNICOS;515441;0;0;INDUSTRIAL;NO;;;;;0;;;;;;;;;;;;;115;;;;
